gps_coords,timestamp_ms,anchor,protocol,rssi,snr,seq
"12.842546,80.154151",415467,A3,LORA,-95,8.75,4047
"12.842546,80.154151",415840,A5,LORA,-113,-7.75,4983
"12.842546,80.154151",415970,A3,LORA,-96,8.00,4048
"12.842546,80.154151",415976,A4,WIFI,-84,0,6
"12.842546,80.154151",416240,A5,BLE,-92,0,12459
"12.842546,80.154151",416246,A4,BLE,-83,0,8337
"12.842546,80.154151",416342,A5,LORA,-113,-7.50,4984
"12.842546,80.154151",416468,A3,LORA,-98,6.75,4049
"12.842546,80.154151",416841,A5,LORA,-109,-3.00,4985
"12.842546,80.154151",416969,A3,LORA,-99,6.00,4050
"12.842546,80.154151",417341,A5,LORA,-110,-3.50,4986
"12.842546,80.154151",417468,A3,LORA,-98,6.25,4051
"12.842546,80.154151",417599,A4,WIFI,-88,0,6
"12.842546,80.154151",417600,A5,WIFI,-90,0,6
"12.842546,80.154151",417700,A4,BLE,-87,0,8345
"12.842546,80.154151",417841,A5,LORA,-112,-6.25,4987
"12.842546,80.154151",417880,A5,BLE,-94,0,12468
"12.842546,80.154151",417970,A3,LORA,-97,7.50,4052
"12.842546,80.154151",418343,A5,LORA,-113,-7.25,4988
"12.842546,80.154151",418469,A3,LORA,-93,9.25,4053
"12.842546,80.154151",418842,A5,LORA,-113,-7.50,4989
"12.842546,80.154151",418969,A3,LORA,-95,8.75,4054
"12.842546,80.154151",419223,A4,WIFI,-88,0,6
"12.842546,80.154151",419223,A5,WIFI,-89,0,6
"12.842546,80.154151",419331,A4,BLE,-90,0,8353
"12.842546,80.154151",419342,A5,LORA,-111,-6.00,4990
"12.842546,80.154151",419469,A3,LORA,-99,6.00,4055
"12.842546,80.154151",419842,A5,LORA,-109,-3.25,4991
"12.842620,80.154133",429339,A4,BLE,-85,0,8403
"12.842620,80.154133",429347,A5,LORA,-110,-2.00,5010
"12.842620,80.154133",429387,A5,BLE,-92,0,12525
"12.842620,80.154133",429474,A3,LORA,-93,10.75,4075
"12.842620,80.154133",429565,A1,LORA,-117,-9.50,5803
"12.842620,80.154133",429847,A5,LORA,-114,-7.50,5011
"12.842620,80.154133",429976,A3,LORA,-98,6.25,4076
"12.842620,80.154133",430349,A5,LORA,-114,-8.50,5012
"12.842620,80.154133",430475,A3,LORA,-92,10.25,4077
"12.842620,80.154133",430604,A4,WIFI,-88,0,6
"12.842620,80.154133",430605,A5,WIFI,-90,0,6
"12.842620,80.154133",430616,A5,BLE,-91,0,12531
"12.842620,80.154133",430776,A4,BLE,-86,0,8410
"12.842620,80.154133",430880,A3,BLE,-90,0,10194
"12.842620,80.154133",430975,A3,LORA,-93,10.00,4078
"12.842620,80.154133",431348,A5,LORA,-112,-5.50,5014
"12.842620,80.154133",431475,A3,LORA,-90,10.50,4079
"12.842620,80.154133",431848,A5,LORA,-115,-9.00,5015
"12.842620,80.154133",431977,A3,LORA,-88,12.25,4080
"12.842620,80.154133",432476,A3,LORA,-91,10.75,4081
"12.842620,80.154133",432849,A5,LORA,-117,-11.00,5017
"12.842620,80.154133",432976,A3,LORA,-95,9.00,4082
"12.842620,80.154133",433476,A3,LORA,-94,9.75,4083
"12.842620,80.154133",433831,A5,WIFI,-84,0,6
"12.842620,80.154133",433831,A3,WIFI,-91,0,6
"12.842620,80.154133",433849,A5,LORA,-111,-5.00,5019
"12.842620,80.154133",433978,A3,LORA,-94,9.75,4084
"12.842620,80.154133",434084,A5,BLE,-87,0,12549
"12.842620,80.154133",434351,A5,LORA,-107,-1.00,5020
"12.842620,80.154133",434477,A3,LORA,-94,10.00,4085
"12.842620,80.154133",434648,A1,BLE,-95,0,14533
"12.842620,80.154133",434665,A4,BLE,-87,0,8429
"12.842620,80.154133",434850,A5,LORA,-109,-2.75,5021
"12.842620,80.154133",434977,A3,LORA,-97,7.50,4086
"12.842620,80.154133",435350,A5,LORA,-109,-3.00,5022
"12.842620,80.154133",435455,A5,WIFI,-80,0,6
"12.842620,80.154133",435455,A4,WIFI,-84,0,6
"12.842620,80.154133",435477,A3,LORA,-92,10.00,4087
"12.842620,80.154133",435482,A4,BLE,-78,0,8433
"12.842620,80.154133",435716,A5,BLE,-85,0,12557
"12.842620,80.154133",435776,A4,LORA,-114,-9.25,3374
"12.842620,80.154133",435850,A5,LORA,-112,-6.50,5023
"12.842620,80.154133",435979,A3,LORA,-90,11.25,4088
"12.842620,80.154133",436275,A4,LORA,-115,-8.25,3375
"12.842620,80.154133",436352,A5,LORA,-114,-8.75,5024
"12.842620,80.154133",436478,A3,LORA,-89,11.50,4089
"12.842620,80.154133",436851,A5,LORA,-113,-7.00,5025
"12.842620,80.154133",436978,A3,LORA,-90,10.75,4090
"12.842620,80.154133",437079,A4,WIFI,-84,0,6
"12.842620,80.154133",437276,A4,LORA,-119,-13.25,3377
"12.842620,80.154133",437332,A4,BLE,-82,0,8443
"12.842620,80.154133",437478,A3,LORA,-94,9.75,4091
"12.842620,80.154133",437580,A5,BLE,-83,0,12566
"12.842620,80.154133",437851,A5,LORA,-117,-10.75,5027
"12.842620,80.154133",437980,A3,LORA,-92,10.25,4092
"12.842620,80.154133",438353,A5,LORA,-113,-7.50,5028
"12.842620,80.154133",438479,A3,LORA,-94,9.00,4093
"12.842620,80.154133",438703,A5,WIFI,-85,0,6
"12.842620,80.154133",438703,A4,WIFI,-85,0,6
"12.842620,80.154133",438703,A1,WIFI,-92,0,6
"12.842620,80.154133",438797,A5,BLE,-85,0,12572
"12.842620,80.154133",438979,A3,LORA,-95,9.25,4094
"12.842620,80.154133",438983,A4,BLE,-81,0,8451
"12.842620,80.154133",439352,A5,LORA,-115,-9.25,5030
"12.842620,80.154133",439479,A3,LORA,-99,5.25,4095
"12.842620,80.154133",439852,A5,LORA,-112,-6.50,5031
"12.842620,80.154133",439981,A3,LORA,-98,6.75,4096
"12.842620,80.154133",440326,A4,WIFI,-85,0,6
"12.842620,80.154133",440326,A5,WIFI,-86,0,6
"12.842620,80.154133",440354,A5,LORA,-112,-7.75,5032
"12.842620,80.154133",440418,A4,BLE,-86,0,8458
"12.842620,80.154133",440432,A5,BLE,-87,0,12580
"12.842620,80.154133",440480,A3,LORA,-93,9.25,4097
"12.842620,80.154133",440853,A5,LORA,-112,-5.50,5033
"12.842620,80.154133",440980,A3,LORA,-95,9.25,4098
"12.842620,80.154133",441353,A5,LORA,-113,-6.75,5034
"12.842620,80.154133",441480,A3,LORA,-91,11.25,4099
"12.842620,80.154133",441545,A3,BLE,-94,0,10248
"12.842620,80.154133",441853,A5,LORA,-112,-7.25,5035
"12.842620,80.154133",441949,A4,WIFI,-86,0,6
"12.842620,80.154133",441950,A5,WIFI,-89,0,6
"12.842620,80.154133",441950,A3,WIFI,-91,0,6
"12.842620,80.154133",441982,A3,LORA,-89,11.25,4100
"12.842620,80.154133",442069,A4,BLE,-85,0,8466
"12.842620,80.154133",442355,A5,LORA,-110,-4.50,5036
"12.842620,80.154133",442481,A3,LORA,-87,11.25,4101
"12.842620,80.154133",442674,A5,BLE,-93,0,12592
"12.842620,80.154133",442854,A5,LORA,-109,-3.25,5037
"12.842620,80.154133",442981,A3,LORA,-88,12.25,4102
"12.842620,80.154133",442990,A3,BLE,-95,0,10250
"12.842620,80.154133",443354,A5,LORA,-110,-4.25,5038
"12.842620,80.154133",443481,A3,LORA,-86,11.75,4103
"12.842620,80.154133",443573,A4,WIFI,-87,0,6
"12.842620,80.154133",443601,A3,BLE,-91,0,10258
"12.842620,80.154133",443854,A5,LORA,-114,-8.75,5039
"12.842620,80.154133",443920,A4,BLE,-91,0,8476
"12.842620,80.154133",443983,A3,LORA,-88,11.75,4104
"12.842690,80.154114",454935,A5,WIFI,-91,0,6
"12.842690,80.154114",454935,A4,WIFI,-94,0,6
"12.842690,80.154114",454987,A3,LORA,-94,10.00,4126
"12.842690,80.154114",455285,A4,LORA,-116,-10.25,3413
"12.842690,80.154114",455360,A5,LORA,-118,-13.00,5062
"12.842690,80.154114",455487,A3,LORA,-103,2.25,4127
"12.842690,80.154114",455786,A4,LORA,-114,-8.25,3414
"12.842690,80.154114",455989,A3,LORA,-93,9.25,4128
"12.842690,80.154114",456285,A4,LORA,-112,-7.00,3415
"12.842690,80.154114",456362,A5,LORA,-116,-11.00,5064
"12.842690,80.154114",456488,A3,LORA,-97,7.75,4129
"12.842690,80.154114",456557,A4,WIFI,-88,0,6
"12.842690,80.154114",456787,A4,LORA,-112,-6.00,3416
"12.842690,80.154114",456861,A5,LORA,-116,-10.00,5065
"12.842690,80.154114",456988,A3,LORA,-89,11.50,4130
"12.842690,80.154114",457487,A3,LORA,-94,9.75,4131
"12.842690,80.154114",457990,A3,LORA,-99,6.75,4132
"12.842690,80.154114",458005,A2,BLE,-96,0,5695
"12.842690,80.154114",458181,A5,WIFI,-80,0,6
"12.842690,80.154114",458181,A2,WIFI,-92,0,6
"12.842690,80.154114",458213,A2,BLE,-94,0,5696
"12.842690,80.154114",458265,A5,BLE,-86,0,12669
"12.842690,80.154114",458363,A5,LORA,-111,-4.50,5068
"12.842690,80.154114",458489,A3,LORA,-101,5.00,4133
"12.842690,80.154114",458862,A5,LORA,-110,-4.00,5069
"12.842690,80.154114",458989,A3,LORA,-100,5.25,4134
"12.842690,80.154114",459317,A4,BLE,-87,0,8553
"12.842690,80.154114",459362,A5,LORA,-113,-6.25,5070
"12.842690,80.154114",459489,A3,LORA,-100,6.25,4135
"12.842690,80.154114",459788,A4,LORA,-112,-6.25,3422
"12.842690,80.154114",459805,A5,WIFI,-84,0,6
"12.842690,80.154114",459805,A4,WIFI,-86,0,6
"12.842690,80.154114",459805,A2,WIFI,-90,0,6
"12.842690,80.154114",459862,A5,LORA,-116,-10.75,5071
"12.842690,80.154114",459906,A5,BLE,-87,0,12678
"12.842690,80.154114",459991,A3,LORA,-94,9.50,4136
"12.842690,80.154114",460060,A2,BLE,-94,0,5705
"12.842690,80.154114",460134,A4,BLE,-81,0,8557
"12.842690,80.154114",460287,A4,LORA,-115,-8.00,3423
"12.842690,80.154114",460305,A1,BLE,-95,0,14661
"12.842690,80.154114",460364,A5,LORA,-113,-7.50,5072
"12.842690,80.154114",460490,A3,LORA,-93,10.00,4137
"12.842690,80.154114",460790,A4,LORA,-116,-9.50,3424
"12.842690,80.154114",460863,A5,LORA,-119,-12.75,5073
"12.842690,80.154114",460990,A3,LORA,-98,7.25,4138
"12.842690,80.154114",461288,A4,LORA,-114,-8.00,3425
"12.842690,80.154114",461363,A5,LORA,-117,-11.00,5074
"12.842690,80.154114",461428,A5,WIFI,-80,0,6
"12.842690,80.154114",461428,A4,WIFI,-82,0,6
"12.842690,80.154114",461428,A2,WIFI,-92,0,6
"12.842690,80.154114",461490,A3,LORA,-97,7.25,4139
"12.842690,80.154114",461537,A5,BLE,-85,0,12686
"12.842690,80.154114",461780,A4,BLE,-80,0,8565
"12.842690,80.154114",461788,A4,LORA,-112,-6.50,3426
"12.842690,80.154114",461992,A3,LORA,-94,9.75,4140
"12.842690,80.154114",462288,A4,LORA,-111,-6.00,3427
"12.842690,80.154114",462491,A3,LORA,-98,7.00,4141
"12.842690,80.154114",462790,A4,LORA,-114,-9.00,3428
"12.842690,80.154114",462864,A5,LORA,-113,-7.25,5077
"12.842690,80.154114",462991,A3,LORA,-98,6.75,4142
"12.842690,80.154114",463052,A4,WIFI,-87,0,6
"12.842690,80.154114",463052,A5,WIFI,-90,0,6
"12.842690,80.154114",463364,A5,LORA,-117,-11.00,5078
"12.842690,80.154114",463408,A5,BLE,-90,0,12695
"12.842690,80.154114",463491,A3,LORA,-104,1.50,4143
"12.842690,80.154114",463638,A4,BLE,-85,0,8574
"12.842690,80.154114",463790,A4,LORA,-115,-9.25,3430
"12.842690,80.154114",463993,A3,LORA,-100,5.00,4144
"12.842690,80.154114",464289,A4,LORA,-117,-12.25,3431
"12.842690,80.154114",464492,A3,LORA,-96,7.75,4145
"12.842690,80.154114",464676,A4,WIFI,-92,0,6
"12.842690,80.154114",464676,A3,WIFI,-92,0,6
"12.842690,80.154114",464676,A5,WIFI,-92,0,6
"12.842690,80.154114",464792,A4,LORA,-117,-10.75,3432
"12.842690,80.154114",464865,A5,LORA,-116,-10.00,5081
"12.842690,80.154114",464992,A3,LORA,-92,11.00,4146
"12.842690,80.154114",465290,A4,LORA,-112,-6.25,3433
"12.842690,80.154114",465492,A3,LORA,-94,9.25,4147
"12.842690,80.154114",465790,A4,LORA,-111,-5.00,3434
"12.842690,80.154114",465994,A3,LORA,-92,11.25,4148
"12.842690,80.154114",466290,A4,LORA,-110,-4.25,3435
"12.842690,80.154114",466493,A3,LORA,-91,10.50,4149
"12.842690,80.154114",466792,A4,LORA,-116,-10.25,3436
"12.842690,80.154114",466819,A2,BLE,-92,0,5737
"12.842690,80.154114",466993,A3,LORA,-101,4.25,4150
"12.842690,80.154114",467112,A5,BLE,-90,0,12714
"12.842690,80.154114",467366,A5,LORA,-114,-8.00,5086
"12.842690,80.154114",467493,A3,LORA,-103,2.25,4151
"12.842690,80.154114",467526,A4,BLE,-92,0,8588
"12.842690,80.154114",467866,A5,LORA,-112,-6.00,5087
"12.842690,80.154114",467922,A5,WIFI,-88,0,6
"12.842690,80.154114",467933,A5,BLE,-88,0,12718
"12.842690,80.154114",467939,A4,BLE,-93,0,8596
"12.842690,80.154114",467995,A3,LORA,-101,4.25,4152
"12.842690,80.154114",468256,A2,BLE,-94,0,5746
"12.842690,80.154114",468368,A5,LORA,-111,-5.25,5088
"12.842690,80.154114",468494,A3,LORA,-102,4.50,4153
"12.842690,80.154114",468867,A5,LORA,-112,-6.50,5089
"12.842690,80.154114",468994,A3,LORA,-95,9.00,4154
"12.842690,80.154114",469086,A1,LORA,-117,-11.50,5882
"12.842690,80.154114",469292,A4,LORA,-113,-7.50,3441
"12.842690,80.154114",469367,A5,LORA,-115,-9.00,5090
"12.842690,80.154114",469494,A3,LORA,-93,9.25,4155
"12.842690,80.154114",469546,A4,WIFI,-84,0,6
"12.842690,80.154114",469546,A5,WIFI,-87,0,6
"12.842690,80.154114",469568,A5,BLE,-87,0,12726
"12.842690,80.154114",469579,A4,BLE,-84,0,8604
"12.842690,80.154114",469793,A4,LORA,-111,-6.25,3442
"12.842766,80.154087",480297,A4,LORA,-108,-0.50,3463
"12.842766,80.154087",480374,A5,LORA,-116,-8.75,5112
"12.842766,80.154087",480500,A3,LORA,-94,10.50,4177
"12.842766,80.154087",480591,A1,LORA,-119,-11.75,5905
"12.842766,80.154087",480799,A4,LORA,-105,2.00,3464
"12.842766,80.154087",480908,A4,WIFI,-88,0,6
"12.842766,80.154087",481000,A3,LORA,-94,10.25,4178
"12.842766,80.154087",481298,A4,LORA,-109,-1.50,3465
"12.842766,80.154087",481500,A3,LORA,-92,11.25,4179
"12.842766,80.154087",481663,A4,BLE,-86,0,8664
"12.842766,80.154087",481799,A4,LORA,-104,2.25,3466
"12.842766,80.154087",482002,A3,LORA,-89,11.50,4180
"12.842766,80.154087",482298,A4,LORA,-111,-3.50,3467
"12.842766,80.154087",482375,A5,LORA,-116,-9.00,5116
"12.842766,80.154087",482501,A3,LORA,-96,9.00,4181
"12.842766,80.154087",482532,A4,WIFI,-87,0,6
"12.842766,80.154087",482874,A5,LORA,-110,-4.00,5117
"12.842766,80.154087",483001,A3,LORA,-92,10.25,4182
"12.842766,80.154087",483374,A5,LORA,-111,-3.50,5118
"12.842766,80.154087",483501,A3,LORA,-100,5.75,4183
"12.842766,80.154087",483874,A5,LORA,-106,-0.75,5119
"12.842766,80.154087",484003,A3,LORA,-111,-7.25,4184
"12.842766,80.154087",484156,A4,WIFI,-87,0,6
"12.842766,80.154087",484156,A3,WIFI,-91,0,6
"12.842766,80.154087",484376,A5,LORA,-106,0.75,5120
"12.842766,80.154087",484502,A3,LORA,-106,0.75,4185
"12.842766,80.154087",484875,A5,LORA,-109,-2.75,5121
"12.842766,80.154087",485002,A3,LORA,-94,9.25,4186
"12.842766,80.154087",485134,A5,BLE,-92,0,12804
"12.842766,80.154087",485145,A4,BLE,-79,0,8678
"12.842766,80.154087",485300,A4,LORA,-107,-2.75,3473
"12.842766,80.154087",485375,A5,LORA,-114,-7.75,5122
"12.842766,80.154087",485502,A3,LORA,-92,10.75,4187
"12.842766,80.154087",485780,A4,WIFI,-75,0,6
"12.842766,80.154087",485780,A2,WIFI,-88,0,6
"12.842766,80.154087",485780,A5,WIFI,-89,0,6
"12.842766,80.154087",485801,A4,LORA,-104,1.00,3474
"12.842766,80.154087",485963,A5,BLE,-88,0,12808
"12.842766,80.154087",485982,A4,BLE,-80,0,8686
"12.842766,80.154087",486004,A3,LORA,-95,8.25,4188
"12.842766,80.154087",486048,A2,BLE,-93,0,5835
"12.842766,80.154087",486300,A4,LORA,-102,2.50,3475
"12.842766,80.154087",486502,A3,LORA,-96,8.00,4189
"12.842766,80.154087",486802,A4,LORA,-101,4.25,3476
"12.842766,80.154087",486876,A5,LORA,-117,-12.25,5125
"12.842766,80.154087",487003,A3,LORA,-94,9.50,4190
"12.842766,80.154087",487301,A4,LORA,-101,4.50,3477
"12.842766,80.154087",487404,A4,WIFI,-75,0,6
"12.842766,80.154087",487404,A5,WIFI,-85,0,6
"12.842766,80.154087",487417,A4,BLE,-73,0,8693
"12.842766,80.154087",487503,A3,LORA,-97,7.50,4191
"12.842766,80.154087",487603,A5,BLE,-95,0,12816
"12.842766,80.154087",487801,A4,LORA,-100,5.25,3478
"12.842766,80.154087",488005,A3,LORA,-95,8.75,4192
"12.842766,80.154087",488301,A4,LORA,-101,4.50,3479
"12.842766,80.154087",488378,A5,LORA,-113,-8.00,5128
"12.842766,80.154087",488504,A3,LORA,-99,6.25,4193
"12.842766,80.154087",488803,A4,LORA,-104,1.25,3480
"12.842766,80.154087",488877,A5,LORA,-113,-7.75,5129
"12.842766,80.154087",489004,A3,LORA,-96,8.00,4194
"12.842766,80.154087",489027,A4,WIFI,-77,0,6
"12.842766,80.154087",489302,A4,LORA,-106,-0.25,3481
"12.842766,80.154087",489377,A5,LORA,-114,-8.50,5130
"12.842766,80.154087",489503,A3,LORA,-97,7.75,4195
"12.842766,80.154087",489802,A4,LORA,-106,0.25,3482
"12.842766,80.154087",489877,A5,LORA,-115,-8.75,5131
"12.842766,80.154087",490006,A3,LORA,-99,6.50,4196
"12.842766,80.154087",490302,A4,LORA,-108,-1.25,3483
"12.842766,80.154087",490379,A5,LORA,-117,-11.25,5132
"12.842766,80.154087",490473,A5,BLE,-90,0,12830
"12.842766,80.154087",490505,A3,LORA,-111,-6.50,4197
"12.842766,80.154087",490650,A4,WIFI,-81,0,6
"12.842766,80.154087",490651,A5,WIFI,-92,0,6
"12.842766,80.154087",490681,A5,BLE,-89,0,12831
"12.842766,80.154087",490804,A4,LORA,-107,-0.50,3484
"12.842766,80.154087",490907,A4,BLE,-83,0,8710
"12.842766,80.154087",491005,A3,LORA,-97,8.25,4198
"12.842766,80.154087",491097,A1,LORA,-118,-11.25,5926
"12.842766,80.154087",491303,A4,LORA,-108,-0.75,3485
"12.842766,80.154087",491378,A5,LORA,-117,-9.75,5134
"12.842766,80.154087",491505,A3,LORA,-96,8.50,4199
"12.842766,80.154087",491804,A4,LORA,-109,-2.50,3486
"12.842766,80.154087",492007,A3,LORA,-94,10.00,4200
"12.842766,80.154087",492274,A4,WIFI,-81,0,6
"12.842766,80.154087",492303,A4,LORA,-111,-5.00,3487
"12.842766,80.154087",492506,A3,LORA,-92,10.50,4201
"12.842766,80.154087",492805,A4,LORA,-112,-6.00,3488
"12.842766,80.154087",493006,A3,LORA,-91,10.50,4202
"12.842766,80.154087",493173,A4,BLE,-80,0,8719
"12.842766,80.154087",493304,A4,LORA,-105,0.25,3489
"12.842766,80.154087",493505,A3,LORA,-92,10.75,4203
"12.842766,80.154087",493804,A4,LORA,-112,-6.50,3490
"12.842766,80.154087",493879,A5,LORA,-114,-9.00,5139
"12.842766,80.154087",493897,A5,WIFI,-93,0,6
"12.842766,80.154087",494008,A3,LORA,-96,7.75,4204
"12.842766,80.154087",494304,A4,LORA,-112,-7.00,3491
"12.842766,80.154087",494381,A5,LORA,-113,-7.25,5140
"12.842766,80.154087",494408,A4,BLE,-89,0,8726
"12.842766,80.154087",494507,A3,LORA,-95,8.75,4205
"12.842766,80.154087",494860,A2,BLE,-95,0,5879
"12.842766,80.154087",494880,A5,LORA,-110,-4.75,5141
"12.842766,80.154087",495007,A3,LORA,-95,8.25,4206
"12.842837,80.154050",506244,A5,BLE,-92,0,12909
"12.842837,80.154050",506310,A4,LORA,-99,6.75,3515
"12.842837,80.154050",506513,A3,LORA,-101,5.00,4229
"12.842837,80.154050",506812,A4,LORA,-100,4.50,3516
"12.842837,80.154050",506886,A5,LORA,-115,-10.25,5165
"12.842837,80.154050",506893,A4,WIFI,-68,0,6
"12.842837,80.154050",506893,A5,WIFI,-89,0,6
"12.842837,80.154050",506907,A4,BLE,-68,0,8790
"12.842837,80.154050",507013,A3,LORA,-103,2.00,4230
"12.842837,80.154050",507311,A4,LORA,-98,6.00,3517
"12.842837,80.154050",507512,A3,LORA,-102,2.75,4231
"12.842837,80.154050",507812,A4,LORA,-98,5.75,3518
"12.842837,80.154050",508015,A3,LORA,-96,7.25,4232
"12.842837,80.154050",508311,A4,LORA,-97,6.75,3519
"12.842837,80.154050",508513,A3,LORA,-96,7.75,4233
"12.842837,80.154050",508520,A4,WIFI,-73,0,6
"12.842837,80.154050",508520,A5,WIFI,-92,0,6
"12.842837,80.154050",508552,A4,BLE,-80,0,8799
"12.842837,80.154050",508813,A4,LORA,-97,7.25,3520
"12.842837,80.154050",509014,A3,LORA,-95,8.75,4234
"12.842837,80.154050",509312,A4,LORA,-97,7.75,3521
"12.842837,80.154050",509513,A3,LORA,-97,7.75,4235
"12.842837,80.154050",509812,A4,LORA,-98,6.75,3522
"12.842837,80.154050",510016,A3,LORA,-105,1.50,4236
"12.842837,80.154050",510146,A4,WIFI,-77,0,6
"12.842837,80.154050",510146,A5,WIFI,-85,0,6
"12.842837,80.154050",510312,A4,LORA,-101,4.50,3523
"12.842837,80.154050",510389,A5,LORA,-116,-9.75,5172
"12.842837,80.154050",510400,A4,BLE,-75,0,8808
"12.842837,80.154050",510515,A3,LORA,-102,3.50,4237
"12.842837,80.154050",510559,A5,BLE,-86,0,12931
"12.842837,80.154050",510815,A4,LORA,-105,0.50,3524
"12.842837,80.154050",510888,A5,LORA,-112,-7.00,5173
"12.842837,80.154050",511015,A3,LORA,-100,4.25,4238
"12.842837,80.154050",511313,A4,LORA,-108,-2.75,3525
"12.842837,80.154050",511388,A5,LORA,-115,-10.50,5174
"12.842837,80.154050",511515,A3,LORA,-99,5.00,4239
"12.842837,80.154050",511770,A5,WIFI,-87,0,6
"12.842837,80.154050",511770,A4,WIFI,-88,0,6
"12.842837,80.154050",511770,A3,WIFI,-91,0,6
"12.842837,80.154050",511782,A5,BLE,-84,0,12937
"12.842837,80.154050",511814,A4,LORA,-105,-1.50,3526
"12.842837,80.154050",511876,A1,BLE,-94,0,14919
"12.842837,80.154050",511888,A5,LORA,-117,-11.75,5175
"12.842837,80.154050",512017,A3,LORA,-101,3.50,4240
"12.842837,80.154050",512034,A4,BLE,-79,0,8816
"12.842837,80.154050",512313,A4,LORA,-105,-1.00,3527
"12.842837,80.154050",512390,A5,LORA,-115,-11.00,5176
"12.842837,80.154050",512515,A3,LORA,-104,1.00,4241
"12.842837,80.154050",512816,A4,LORA,-114,-9.00,3528
"12.842837,80.154050",512889,A5,LORA,-117,-11.75,5177
"12.842837,80.154050",513016,A3,LORA,-98,6.00,4242
"12.842837,80.154050",513314,A4,LORA,-113,-8.50,3529
"12.842837,80.154050",513394,A4,WIFI,-81,0,6
"12.842837,80.154050",513432,A26990,BLE,-95,0,29977
"12.842837,80.154050",513516,A3,LORA,-98,5.50,4243
"12.842837,80.154050",513815,A4,LORA,-113,-8.25,3530
"12.842837,80.154050",514018,A3,LORA,-103,1.50,4244
"12.842837,80.154050",514516,A3,LORA,-98,6.25,4245
"12.842837,80.154050",515017,A3,LORA,-101,3.00,4246
"12.842837,80.154050",515271,A5,BLE,-87,0,12954
"12.842837,80.154050",515315,A4,LORA,-111,-7.25,3533
"12.842837,80.154050",515516,A3,LORA,-101,3.75,4247
"12.842837,80.154050",515726,A2,BLE,-96,0,5984
"12.842837,80.154050",515815,A4,LORA,-110,-5.25,3534
"12.842837,80.154050",515890,A5,LORA,-115,-10.25,5183
"12.842837,80.154050",515980,A1,BLE,-92,0,14939
"12.842837,80.154050",516019,A3,LORA,-101,4.00,4248
"12.842837,80.154050",516142,A4,BLE,-88,0,8835
"12.842837,80.154050",516316,A4,LORA,-109,-4.75,3535
"12.842837,80.154050",516392,A5,LORA,-110,-5.75,5184
"12.842837,80.154050",516517,A3,LORA,-103,2.00,4249
"12.842837,80.154050",516621,A4,WIFI,-78,0,6
"12.842837,80.154050",516621,A5,WIFI,-92,0,6
"12.842837,80.154050",516891,A5,LORA,-110,-5.50,5185
"12.842837,80.154050",516966,A4,BLE,-70,0,8841
"12.842837,80.154050",517018,A3,LORA,-102,3.00,4250
"12.842837,80.154050",517126,A5,BLE,-85,0,12964
"12.842837,80.154050",517205,A1,BLE,-92,0,14945
"12.842837,80.154050",517316,A4,LORA,-107,-2.50,3537
"12.842837,80.154050",517391,A5,LORA,-112,-6.50,5186
"12.842837,80.154050",517517,A3,LORA,-103,2.50,4251
"12.842837,80.154050",517817,A4,LORA,-104,1.25,3538
"12.842837,80.154050",517891,A5,LORA,-114,-8.50,5187
"12.842837,80.154050",518020,A3,LORA,-108,-3.75,4252
"12.842837,80.154050",518245,A4,WIFI,-73,0,6
"12.842837,80.154050",518245,A5,WIFI,-89,0,6
"12.842837,80.154050",518316,A4,LORA,-101,3.75,3539
"12.842837,80.154050",518358,A5,BLE,-89,0,12970
"12.842837,80.154050",518393,A5,LORA,-110,-6.25,5188
"12.842837,80.154050",518518,A3,LORA,-105,-0.25,4253
"12.842837,80.154050",518595,A4,BLE,-70,0,8849
"12.842837,80.154050",518819,A4,LORA,-97,6.75,3540
"12.842837,80.154050",518892,A5,LORA,-111,-6.00,5189
"12.842837,80.154050",519019,A3,LORA,-116,-12.00,4254
"12.842837,80.154050",519317,A4,LORA,-95,8.50,3541
"12.842837,80.154050",519392,A5,LORA,-114,-9.00,5190
"12.842837,80.154050",519469,A1,BLE,-93,0,14957
"12.842837,80.154050",519518,A3,LORA,-100,4.25,4255
"12.842837,80.154050",519817,A4,LORA,-95,8.50,3542
"12.842837,80.154050",519869,A4,WIFI,-66,0,6
"12.842837,80.154050",519892,A5,LORA,-114,-8.75,5191
"12.842837,80.154050",520021,A3,LORA,-100,4.50,4256
